,Item_Visibility,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales
189,0.090436094,85.0882,9,1999,0,1,2233.0932
2955,0.030247903,101.399,8,1997,0,1,2063.98
390,0.159936948,143.2154,8,1997,0,1,2552.6772
8130,0.125602951,100.8358,8,1997,0,1,2111.2518
5728,0.102999154,169.9448,4,1985,0,0,170.4448
7047,0.047387144,50.8666,2,2007,1,1,871.5322
7708,0.074221559,255.9356,3,2009,2,2,4832.3764
4126,0.05436436,63.8168,5,1985,2,3,958.752
7134,0.037398953,84.2224,8,1997,0,1,852.224
1826,0.117095014,78.067,9,1999,0,1,1148.505
1887,0.055213281,172.4764,4,1985,0,0,687.1056
3515,0.039370913,116.9808,5,1985,2,3,3866.9664
6826,0.038496166,147.5102,1,1987,2,1,5540.7876
8493,0.025886443,189.1872,2,2007,1,1,4727.18
8469,0.019114349,182.1608,4,1985,0,0,367.5216
6896,0.162348584,185.9266,2,2007,1,1,4610.665
5848,0.093652168,141.5812,7,2002,1,1,427.4436
587,0.090390357,192.1478,1,1987,2,1,2324.9736
4399,0.026018497,148.2418,2,2007,1,1,3089.9778
5099,0.144006886,94.741,3,2009,2,2,1061.951
5033,0.136512858,128.7678,9,1999,0,1,3052.0272
5052,0.0,196.311,8,1997,0,1,3338.987
6281,0.038477325,62.951,3,2009,2,2,1138.518
2188,0.020798905,123.6046,3,2009,2,2,1245.046
4725,0.0,118.515,3,2009,2,2,1398.18
7333,0.044607722,145.976,4,1985,0,0,585.904
6697,0.022974812,208.7928,8,1997,0,1,5890.9984
4482,0.08995645,217.1192,9,1999,0,1,3235.788
6807,0.078909166,186.724,9,1999,0,1,4474.176
6130,0.110234793,171.708,7,2002,1,1,3115.944
4213,0.080804019,261.1936,7,2002,1,1,2348.9424
6008,0.246678647,129.7994,4,1985,0,0,385.4982
7433,0.0,177.4028,8,1997,0,1,3896.2616
2447,0.126292985,88.6198,3,2009,2,2,1133.8574
2200,0.080933328,37.519,5,1985,2,3,842.237
7915,0.026663778,87.0198,7,2002,1,1,2442.1544
4639,0.067777778,186.924,3,2009,2,2,3169.208
5771,0.049498821,158.792,0,1998,2,0,319.584
7946,0.040172077,188.553,1,1987,2,1,3795.06
4695,0.159825617,195.5478,6,2004,1,1,4262.4516
7357,0.112584813,192.0478,9,1999,0,1,1549.9824
3380,0.041806702,48.8376,2,2007,1,1,527.3136
4052,0.054930533,194.4452,8,1997,0,1,5089.3752
8042,0.066567121,250.2092,3,2009,2,2,2988.1104
6220,0.016679232,96.3726,9,1999,0,1,2740.4328
7402,0.011419301,91.0488,3,2009,2,2,1629.8784
1622,0.055347985,131.5284,6,2004,1,1,1581.9408
4656,0.233356571,146.576,0,1998,2,0,439.428
584,0.107891398,182.7634,8,1997,0,1,3817.0314
8355,0.038978526,148.6418,1,1987,2,1,2795.6942
476,0.119513002,93.4094,6,2004,1,1,856.8846
3894,0.034278413,255.2356,1,1987,2,1,6867.0612
5468,0.07325106,76.4986,2,2007,1,1,778.986
992,0.018021361,101.199,6,2004,1,1,1857.582
6274,0.129766301,141.6838,7,2002,1,1,3231.1274
5626,0.172946916,114.1518,7,2002,1,1,1821.6288
5496,0.116520447,186.0266,6,2004,1,1,2950.8256
7645,0.027292686,101.2042,1,1987,2,1,396.8168
5933,0.007180374,47.4034,5,1985,2,3,631.8442
59,0.061082177,180.0344,4,1985,0,0,892.172
5623,0.035780385,241.317,2,2007,1,1,3645.255
6401,0.093261677,100.9674,3,2009,2,2,1222.4088
4349,0.088839949,254.2672,5,1985,2,3,10993.6896
342,0.031125709,174.3054,1,1987,2,1,4377.635
69,0.143422643,95.841,8,1997,0,1,2027.361
5721,0.128728258,155.3314,3,2009,2,2,3412.8908
3408,0.180820798,35.9558,0,1998,2,0,67.9116
780,0.108470504,33.4558,3,2009,2,2,441.4254
624,0.034823127,248.675,7,2002,1,1,4993.5
265,0.090486828,195.211,1,1987,2,1,2553.343
3831,0.087604647,196.9794,9,1999,0,1,1560.6352
1772,0.085931544,169.679,8,1997,0,1,1018.674
3304,0.026940466,108.457,2,2007,1,1,2306.997
2450,0.018982338,237.059,3,2009,2,2,2836.308
7821,0.038948125,115.4808,2,2007,1,1,820.2656
1341,0.038641968,212.1586,7,2002,1,1,5909.6408
3208,0.075864171,192.082,6,2004,1,1,6757.87
4194,0.031261583,52.564,6,2004,1,1,639.168
5946,0.235859408,46.1402,4,1985,0,0,45.9402
3616,0.058946687,168.6448,7,2002,1,1,2897.5616
7849,0.0,189.1872,8,1997,0,1,567.2616
716,0.146895866,149.605,3,2009,2,2,3745.125
7887,0.053413906,181.766,4,1985,0,0,179.766
8202,0.026342897,104.1332,9,1999,0,1,1230.3984
2000,0.021581922,53.3982,6,2004,1,1,1209.7586
1036,0.089859642,140.2496,7,2002,1,1,1693.7952
3029,0.177354373,46.6744,4,1985,0,0,135.8232
2946,0.161740582,38.419,9,1999,0,1,805.618
1163,0.02236923,104.799,3,2009,2,2,1341.587
1848,0.089186387,193.3478,1,1987,2,1,6006.1818
2166,0.039231652,145.1418,2,2007,1,1,2648.5524
4705,0.077427883,41.8454,4,1985,0,0,41.9454
8163,0.047704151,187.2556,5,1985,2,3,4506.1344
2135,0.042056944,31.89,3,2009,2,2,366.19
5322,0.0552059,219.4166,8,1997,0,1,6096.0648
7178,0.041753387,187.6872,7,2002,1,1,2836.308
1511,0.0,157.7972,1,1987,2,1,1713.7692
2014,0.022074764,141.418,4,1985,0,0,559.272
4543,0.071010513,190.9162,9,1999,0,1,5195.2374
3597,0.0,173.7422,7,2002,1,1,2759.0752
6486,0.046762633,170.8422,6,2004,1,1,1724.422
575,0.058369013,115.2834,3,2009,2,2,1267.0174
4360,0.077709902,259.6962,6,2004,1,1,5438.9202
4,0.0,53.8614,1,1987,2,1,994.7052
2694,0.089608321,262.1594,9,1999,0,1,3139.9128
5372,0.13564792,190.8846,0,1998,2,0,191.0846
3921,0.045076878,241.3854,7,2002,1,1,2900.2248
6019,0.019153299,57.6588,4,1985,0,0,400.8116
6839,0.120524922,142.247,7,2002,1,1,2433.499
4319,0.083004078,119.4756,8,1997,0,1,1090.5804
3214,0.008027701,81.1618,1,1987,2,1,2255.7304
2314,0.046729336,153.4998,7,2002,1,1,2153.1972
6949,0.094296835,84.3882,8,1997,0,1,1116.5466
2484,0.0,39.0164,5,1985,2,3,1042.6428
6585,0.0,102.9016,8,1997,0,1,1922.8304
6991,0.034848629,118.6782,2,2007,1,1,2502.7422
3448,0.047524635,118.2782,2,2007,1,1,715.0692
1450,0.0,253.0356,5,1985,2,3,11445.102
6529,0.049865399,82.925,8,1997,0,1,1165.15
1528,0.011660463,96.541,3,2009,2,2,2220.443
352,0.069529262,233.1616,1,1987,2,1,6093.4016
6384,0.047827139,105.3622,5,1985,2,3,3387.5904
6383,0.038519399,236.8564,6,2004,1,1,5005.4844
1331,0.094694278,254.9698,2,2007,1,1,2536.698
5724,0.098395216,100.8042,6,2004,1,1,1488.063
5859,0.005209791,265.2884,5,1985,2,3,3179.8608
743,0.015278899,199.0084,8,1997,0,1,3174.5344
3116,0.0,96.6752,8,1997,0,1,479.376
7493,0.185824165,78.5328,6,2004,1,1,695.0952
7066,0.0,148.005,3,2009,2,2,898.83
7615,0.037889224,64.7826,6,2004,1,1,904.1564
546,0.04605781,43.8744,9,1999,0,1,633.8416
5063,0.0,91.8488,5,1985,2,3,2716.464
3951,0.104463896,227.1062,0,1998,2,0,225.7062
1192,0.014472516,122.0756,0,1998,2,0,121.1756
2325,0.057620562,115.4518,4,1985,0,0,113.8518
6658,0.02442574,52.9324,0,1998,2,0,51.9324
96,0.131383762,246.046,9,1999,0,1,1231.73
5892,0.026620627,249.2776,8,1997,0,1,4210.5192
6366,0.059055045,247.346,7,2002,1,1,1970.768
1749,0.023526504,223.5404,6,2004,1,1,5626.01
4501,0.019616991,169.6474,2,2007,1,1,2526.711
6873,0.0463847,118.9124,2,2007,1,1,1540.6612
1248,0.032427039,147.7102,1,1987,2,1,1166.4816
1738,0.020487625,44.0112,8,1997,0,1,468.7232
4661,0.0,84.654,9,1999,0,1,1211.756
3858,0.038736838,55.8272,2,2007,1,1,1454.1072
5578,0.077849833,127.202,4,1985,0,0,506.008
3016,0.103894671,101.299,3,2009,2,2,1857.582
6135,0.030944666,186.6582,5,1985,2,3,3715.164
2399,0.075625152,145.7444,9,1999,0,1,3193.1768
643,0.042352822,51.6982,3,2009,2,2,1262.3568
5263,0.028871235,188.7898,5,1985,2,3,2057.9878
8294,0.156935553,160.6578,3,2009,2,2,1925.4936
7075,0.0,189.053,7,2002,1,1,5313.084
4960,0.0,90.5514,3,2009,2,2,974.0654
2301,0.014482278,118.115,3,2009,2,2,1864.24
6170,0.125224466,41.248,8,1997,0,1,679.116
5152,0.043831721,184.195,9,1999,0,1,2746.425
933,0.160936178,184.2608,4,1985,0,0,367.5216
7058,0.06797671,257.4988,3,2009,2,2,3083.9856
6427,0.03322326,172.0738,3,2009,2,2,3301.7022
1213,0.080956792,95.2436,2,2007,1,1,1796.3284
7310,0.080249973,168.679,5,1985,2,3,4923.591
5475,0.024363026,114.0492,1,1987,2,1,2085.2856
8154,0.048924811,147.4102,5,1985,2,3,3207.8244
5381,0.093214866,129.1652,7,2002,1,1,2841.6344
1636,0.0,115.0176,1,1987,2,1,4122.6336
2140,0.024363939,46.3718,2,2007,1,1,661.8052
5911,0.054277132,117.3466,3,2009,2,2,824.9262
6254,0.027673055,169.279,7,2002,1,1,3735.138
1452,0.033901442,56.2614,8,1997,0,1,773.6596
8406,0.092771309,54.1982,8,1997,0,1,999.3658
8426,0.084436394,168.6158,6,2004,1,1,4512.1266
3628,0.0,62.4194,3,2009,2,2,804.9522
3696,0.08131178,37.819,6,2004,1,1,439.428
6778,0.089858447,84.5882,5,1985,2,3,2061.3168
1941,0.207783483,262.291,4,1985,0,0,525.982
6722,0.0,253.7014,7,2002,1,1,5865.0322
5586,0.04551031,149.6392,7,2002,1,1,894.8352
1532,0.066918731,184.2292,7,2002,1,1,1641.8628
7391,0.046496777,149.6708,0,1998,2,0,300.9416
6726,0.01404119,199.1084,9,1999,0,1,396.8168
7119,0.094910421,84.5566,4,1985,0,0,253.6698
5428,0.02455854,95.6068,7,2002,1,1,2332.9632
3225,0.017703044,239.4538,3,2009,2,2,3605.307
5600,0.018562604,110.5544,8,1997,0,1,1565.9616
4282,0.0520115,190.3846,1,1987,2,1,3630.6074
3803,0.006665667,164.1184,5,1985,2,3,3797.7232
8300,0.10423592,111.7544,3,2009,2,2,2460.7968
847,0.220225608,85.6198,4,1985,0,0,87.2198
1442,0.075849167,85.1908,8,1997,0,1,2181.1608
333,0.056596985,230.9984,5,1985,2,3,9267.936
4804,0.098814721,100.5042,3,2009,2,2,1884.8798
690,0.044377096,185.8266,1,1987,2,1,1659.8394
3194,0.122015744,117.7466,3,2009,2,2,2828.3184
357,0.065203103,166.0816,5,1985,2,3,5033.448
854,0.328390948,146.0418,4,1985,0,0,588.5672
5274,0.067020992,260.3304,1,1987,2,1,5424.9384
7351,0.0,196.8426,4,1985,0,0,593.2278
2661,0.030624844,252.2724,8,1997,0,1,1258.362
289,0.119721451,95.5094,9,1999,0,1,1237.7222
2369,0.115570552,57.5246,6,2004,1,1,173.7738
4965,0.056465714,103.6648,8,1997,0,1,2285.0256
5279,0.034604343,157.8288,8,1997,0,1,2514.0608
1606,0.011261165,189.5188,8,1997,0,1,1904.188
480,0.010907967,182.3608,1,1987,2,1,2940.1728
4433,0.085981978,228.4694,7,2002,1,1,5480.8656
2669,0.082028694,148.6076,5,1985,2,3,3990.8052
6940,0.019465205,128.6994,3,2009,2,2,2441.4886
2102,0.117091213,197.9084,4,1985,0,0,992.042
446,0.141975462,49.6008,4,1985,0,0,50.6008
5527,0.075132353,125.9046,1,1987,2,1,2365.5874
2831,0.054142088,124.1072,2,2007,1,1,1837.608
8049,0.045270426,38.8138,1,1987,2,1,731.0484
3403,0.02288328,261.2594,8,1997,0,1,2878.2534
1273,0.041459804,39.2164,9,1999,0,1,540.6296
3092,0.0420611,254.1014,2,2007,1,1,3315.0182
6902,0.173833129,196.511,7,2002,1,1,4713.864
552,0.132327406,168.4158,4,1985,0,0,334.2316
2357,0.086360962,151.2682,5,1985,2,3,2439.4912
5756,0.163310805,143.5444,7,2002,1,1,3628.61
2505,0.076089711,212.9218,9,1999,0,1,3846.9924
6474,0.159165324,63.4194,6,2004,1,1,1547.985
549,0.035205866,171.3448,9,1999,0,1,2386.2272
3522,0.0,191.153,6,2004,1,1,1707.777
6790,0.026072872,99.8674,2,2007,1,1,1018.674
4233,0.03100078,177.0054,5,1985,2,3,2101.2648
4481,0.0,172.0422,3,2009,2,2,5690.5926
5943,0.079624087,111.6544,1,1987,2,1,2125.2336
1212,0.0,153.3314,2,2007,1,1,3257.7594
2089,0.057746382,152.4366,2,2007,1,1,3929.5516
2621,0.032180494,61.2194,8,1997,0,1,433.4358
2566,0.091763303,228.5352,8,1997,0,1,1832.2816
7783,0.046958533,101.3016,5,1985,2,3,2327.6368
280,0.038288087,103.1964,3,2009,2,2,736.3748
6501,0.047073322,138.6838,2,2007,1,1,2950.1598
7600,0.053296868,59.6904,8,1997,0,1,937.4464
5608,0.121438886,196.1452,9,1999,0,1,1565.9616
1231,0.07566089,145.4444,7,2002,1,1,2612.5992
7505,0.0,88.283,8,1997,0,1,1797.66
4129,0.0,229.201,6,2004,1,1,3215.814
7366,0.13169655,89.4172,2,2007,1,1,2498.0816
2905,0.044372393,180.3318,3,2009,2,2,2886.9088
7830,0.019457372,153.9972,3,2009,2,2,1246.3776
4685,0.078786674,184.824,8,1997,0,1,3355.632
1910,0.070133177,109.8912,1,1987,2,1,873.5296
789,0.121149472,93.7778,1,1987,2,1,1783.6782
561,0.075836522,40.2138,0,1998,2,0,81.2276
298,0.049916364,80.2644,2,2007,1,1,942.7728
7474,0.047533568,96.9068,2,2007,1,1,1458.102
1299,0.039577173,166.1526,8,1997,0,1,2960.1468
2601,0.114863923,59.0246,6,2004,1,1,1853.5872
498,0.099252438,87.4856,6,2004,1,1,1054.6272
3647,0.0,94.9752,7,2002,1,1,1534.0032
4525,0.03263762,147.7102,2,2007,1,1,1895.5326
2776,0.022936488,240.8538,6,2004,1,1,7931.6754
3761,0.10239789,122.1388,0,1998,2,0,495.3552
5559,0.045848263,138.518,6,2004,1,1,2237.088
3844,0.16216286,62.2168,3,2009,2,2,383.5008
382,0.085622362,119.4124,3,2009,2,2,2251.7356
2678,0.016516867,151.1366,0,1998,2,0,453.4098
6454,0.090896452,231.2984,6,2004,1,1,6024.1584
3584,0.119131749,226.9694,7,2002,1,1,6851.082
4035,0.019402371,38.7164,9,1999,0,1,579.246
4595,0.074149074,262.2568,8,1997,0,1,5273.136
2854,0.046559448,100.5384,8,1997,0,1,2463.46
3643,0.026355345,127.102,7,2002,1,1,3289.052
1846,0.159595473,32.8558,1,1987,2,1,339.558
4089,0.037148619,116.8834,2,2007,1,1,2649.2182
2944,0.041599644,40.9822,0,1998,2,0,157.1288
5542,0.025257508,248.5408,0,1998,2,0,751.0224
1073,0.081492092,35.519,7,2002,1,1,1025.332
7472,0.052051256,142.247,7,2002,1,1,2004.058
2079,0.052141447,174.9054,0,1998,2,0,525.3162
7305,0.059834024,133.5284,0,1998,2,0,263.6568
7265,0.0,39.1506,2,2007,1,1,1480.0734
7471,0.141686037,126.9994,2,2007,1,1,1798.9916
1804,0.106876976,146.7076,5,1985,2,3,3842.9976
4015,0.12961476,86.1856,2,2007,1,1,1406.1696
2384,0.078057026,154.5998,0,1998,2,0,153.7998
4313,0.029107004,240.5222,2,2007,1,1,4541.4218
8156,0.050279604,94.1752,7,2002,1,1,2109.2544
4802,0.125210375,266.8884,2,2007,1,1,1059.9536
1197,0.0,141.6154,7,2002,1,1,3829.0158
4865,0.075035902,78.7986,3,2009,2,2,856.8846
896,0.128682722,178.437,7,2002,1,1,1058.622
18,0.034237682,113.2834,5,1985,2,3,2303.668
5903,0.104658344,121.2072,6,2004,1,1,1470.0864
3382,0.128289285,104.9622,9,1999,0,1,1164.4842
2853,0.073524776,34.8216,9,1999,0,1,207.7296
4597,0.035384612,180.3318,2,2007,1,1,3428.2042
5519,0.041942549,165.4868,3,2009,2,2,2293.0152
1994,0.089135671,146.9102,6,2004,1,1,3207.8244
4308,0.136500981,173.3422,2,2007,1,1,4138.6128
8462,0.053802405,85.9856,1,1987,2,1,1494.0552
5493,0.0,173.8396,8,1997,0,1,1221.0772
1303,0.046994717,125.802,4,1985,0,0,253.004
474,0.026681262,56.4246,8,1997,0,1,810.9444
1789,0.044122209,173.8054,4,1985,0,0,175.1054
4929,0.013861607,94.4462,5,1985,2,3,2036.0164
7215,0.286357776,123.9704,0,1998,2,0,375.5112
4596,0.04604992,151.9682,1,1987,2,1,3354.3004
2133,0.103603094,143.547,9,1999,0,1,1431.47
7022,0.034397781,115.7834,6,2004,1,1,2073.3012
567,0.131128467,93.1804,9,1999,0,1,1561.9668
3888,0.110653377,36.9506,2,2007,1,1,759.012
8173,0.039572298,100.9042,7,2002,1,1,1686.4714
2647,0.05443912,128.831,1,1987,2,1,1038.648
1149,0.009364957,74.238,5,1985,2,3,1171.808
4897,0.093883945,200.4742,4,1985,0,0,398.1484
7079,0.095045476,213.456,3,2009,2,2,2556.672
2714,0.026358005,39.6138,8,1997,0,1,365.5242
1658,0.0793795,226.1062,7,2002,1,1,6771.186
1441,0.046124444,206.7954,4,1985,0,0,833.5816
4381,0.136701678,182.1608,5,1985,2,3,5880.3456
7159,0.10039894,89.6856,8,1997,0,1,878.856
3320,0.025841875,120.7414,5,1985,2,3,4386.2904
7256,0.036399734,219.3482,7,2002,1,1,8323.8316
5783,0.174450933,151.0708,2,2007,1,1,2708.4744
4744,0.026938317,174.1396,5,1985,2,3,4012.1108
5338,0.142393355,36.419,4,1985,0,0,109.857
1596,0.093765794,90.3146,3,2009,2,2,1733.0774
4379,0.03067808,44.777,1,1987,2,1,605.878
2616,0.034647829,171.2422,2,2007,1,1,3103.9596
2343,0.088215871,220.1798,2,2007,1,1,5068.7354
4406,0.114318263,142.2838,3,2009,2,2,421.4514
1493,0.044991294,59.2562,3,2009,2,2,651.8182
5957,0.142436015,62.3878,5,1985,2,3,1514.695
7597,0.093463546,189.1214,5,1985,2,3,2261.0568
2706,0.075347426,126.3046,7,2002,1,1,747.0276
7238,0.008903212,120.9756,5,1985,2,3,2787.0388
8124,0.103188491,244.346,4,1985,0,0,246.346
2183,0.017857847,77.5012,3,2009,2,2,1518.024
2115,0.014675574,50.8324,2,2007,1,1,934.7832
1430,0.054937907,64.2168,2,2007,1,1,1661.8368
7460,0.076791671,161.0236,1,1987,2,1,3705.8428
669,0.041779181,43.4112,5,1985,2,3,1107.8912
5292,0.030264897,250.3092,8,1997,0,1,6723.2484
8054,0.119461188,126.3362,0,1998,2,0,503.3448
5254,0.069487587,266.6884,1,1987,2,1,3974.826
2426,0.032862976,238.6906,1,1987,2,1,4278.4308
7869,0.031278532,176.0054,3,2009,2,2,2626.581
748,0.054367971,58.5904,6,2004,1,1,996.0368
829,0.113234914,186.3924,1,1987,2,1,5367.6796
4499,0.003599378,152.2998,7,2002,1,1,3075.996
2836,0.056386541,84.6908,8,1997,0,1,503.3448
453,0.089004389,196.7452,7,2002,1,1,978.726
4663,0.02439015,95.9068,5,1985,2,3,3207.8244
2425,0.011937183,184.7924,5,1985,2,3,4442.2176
3067,0.033893487,147.0076,6,2004,1,1,3103.9596
2339,0.122565413,103.8674,2,2007,1,1,1528.011
3789,0.037708542,74.7354,7,2002,1,1,1128.531
6763,0.132500853,220.3798,5,1985,2,3,5289.1152
2889,0.086752988,98.141,5,1985,2,3,1737.738
1521,0.063122753,131.3626,1,1987,2,1,262.3252
4673,0.015358176,92.4146,2,2007,1,1,1459.4336
4185,0.061183503,164.5526,7,2002,1,1,1644.526
4115,0.160722863,65.7168,5,1985,2,3,2237.088
7548,0.02775746,62.5168,9,1999,0,1,1534.0032
3307,0.034424278,171.8422,1,1987,2,1,2069.3064
7088,0.23653561,184.1924,4,1985,0,0,185.0924
1367,0.091098018,233.5984,7,2002,1,1,1853.5872
430,0.143592939,37.3164,4,1985,0,0,38.6164
8198,0.063554289,263.6594,5,1985,2,3,3401.5722
5680,0.149890395,159.0288,1,1987,2,1,1257.0304
8408,0.044272226,181.395,2,2007,1,1,2563.33
5741,0.107223632,223.5772,9,1999,0,1,2668.5264
1219,0.029843736,143.9786,3,2009,2,2,866.8716
2139,0.03941584,247.8092,4,1985,0,0,498.0184
598,0.053795154,117.7466,5,1985,2,3,1414.1592
7758,0.149986868,158.8288,6,2004,1,1,1414.1592
3086,0.13575135,111.5544,0,1998,2,0,223.7088
2389,0.05629192,42.5454,8,1997,0,1,419.454
8375,0.104784329,266.0226,4,1985,0,0,528.6452
8501,0.005997615,100.4358,2,2007,1,1,1508.037
3545,0.16147714,186.2266,4,1985,0,0,1106.5596
6319,0.135692831,220.0482,3,2009,2,2,2628.5784
8521,0.145220646,103.1332,3,2009,2,2,1845.5976
4029,0.048883854,185.7898,3,2009,2,2,2619.2572
1393,0.095931002,198.5768,5,1985,2,3,6897.688
7389,0.012689327,39.7506,3,2009,2,2,227.7036
4391,0.0,54.1298,8,1997,0,1,1348.245
866,0.021569566,184.8582,6,2004,1,1,4643.955
6974,0.067181098,258.8304,9,1999,0,1,5424.9384
6146,0.013130031,142.6154,8,1997,0,1,709.077
6350,0.06479182,254.004,7,2002,1,1,2277.036
3350,0.0,103.1332,2,2007,1,1,3281.0624
6311,0.0,37.3506,5,1985,2,3,1024.6662
1148,0.040154087,164.6868,2,2007,1,1,1146.5076
5187,0.145591438,148.705,5,1985,2,3,1797.66
1194,0.032750291,112.1518,5,1985,2,3,5351.0346
7625,0.047588696,122.4756,8,1997,0,1,605.878
4271,0.073349552,34.2216,1,1987,2,1,934.7832
7525,0.045168898,242.9854,3,2009,2,2,2175.1686
710,0.066681333,194.4478,8,1997,0,1,387.4956
7167,0.015138834,81.925,7,2002,1,1,3079.325
1556,0.082602127,120.9756,5,1985,2,3,3877.6192
1431,0.007084185,191.153,2,2007,1,1,3415.554
2571,0.134327613,35.0558,4,1985,0,0,33.9558
8170,0.023454399,181.9608,2,2007,1,1,1653.8472
8489,0.027723342,89.6856,3,2009,2,2,2109.2544
5459,0.038235337,177.5686,0,1998,2,0,711.0744
1390,0.0,148.7418,7,2002,1,1,2501.4106
7118,0.018813601,237.988,8,1997,0,1,7190.64
7718,0.103442268,170.8448,8,1997,0,1,4942.8992
1223,0.053397989,149.3734,7,2002,1,1,296.9468
2411,0.09644909,43.8086,6,2004,1,1,312.2602
64,0.026015519,255.8356,5,1985,2,3,2543.356
6513,0.066237024,183.1292,6,2004,1,1,6385.022
5926,0.045052492,102.6016,9,1999,0,1,3137.2496
1395,0.00879232,195.011,6,2004,1,1,1964.11
7187,0.039120291,206.8296,7,2002,1,1,4154.592
5699,0.066155883,184.424,2,2007,1,1,4660.6
4779,0.065195229,88.9856,6,2004,1,1,1669.8264
5923,0.042792568,118.6782,3,2009,2,2,1549.3166
4549,0.097611115,54.893,2,2007,1,1,679.116
3373,0.038699553,33.79,2,2007,1,1,199.74
4932,0.010480751,116.5808,3,2009,2,2,2460.7968
8028,0.160235723,227.872,2,2007,1,1,1584.604
1272,0.227189581,173.9422,0,1998,2,0,172.4422
4913,0.029023048,177.837,5,1985,2,3,6704.606
4622,0.106816919,114.2492,0,1998,2,0,463.3968
258,0.076276208,110.9202,7,2002,1,1,1687.803
1619,0.056019324,40.0454,5,1985,2,3,419.454
3650,0.142419608,161.1578,1,1987,2,1,1765.0358
5207,0.0,88.254,8,1997,0,1,1298.31
5614,0.103356186,142.847,1,1987,2,1,1574.617
6443,0.027341529,158.292,6,2004,1,1,3994.8
7461,0.01326146,108.0254,6,2004,1,1,759.6778
4387,0.052209303,122.373,8,1997,0,1,2586.633
7884,0.070288365,64.3484,6,2004,1,1,2218.4456
8333,0.116815953,75.567,1,1987,2,1,1684.474
3788,0.06407717,116.7492,3,2009,2,2,1621.8888
7697,0.037289996,182.7634,9,1999,0,1,3453.5046
7661,0.048050783,105.6622,6,2004,1,1,1693.7952
3241,0.132058566,187.5872,6,2004,1,1,4349.0056
6846,0.031743707,179.1344,5,1985,2,3,1605.9096
3950,0.035780177,230.2326,0,1998,2,0,693.0978
3457,0.097398254,157.4262,7,2002,1,1,3978.155
491,0.030118338,248.8092,5,1985,2,3,3486.1288
2240,0.028167478,45.5744,9,1999,0,1,452.744
5570,0.046848322,110.557,1,1987,2,1,3844.995
3397,0.015089965,249.6408,8,1997,0,1,1001.3632
6045,0.1062679,123.2046,3,2009,2,2,3237.1196
4847,0.058226609,85.2908,1,1987,2,1,671.1264
6714,0.007069662,175.7738,3,2009,2,2,1911.5118
4805,0.022058724,196.8452,8,1997,0,1,3523.4136
6993,0.02050719,249.7092,2,2007,1,1,7719.2852
3487,0.011603492,97.741,1,1987,2,1,1158.492
3051,0.122901056,174.4396,7,2002,1,1,2616.594
8278,0.047429578,245.8144,8,1997,0,1,3430.2016
463,0.031599715,111.3228,2,2007,1,1,2431.5016
7180,0.096020459,133.7942,1,1987,2,1,2384.8956
6665,0.03412912,165.1158,3,2009,2,2,1838.2738
5449,0.161516894,37.0848,6,2004,1,1,447.4176
6832,0.030281543,116.3176,3,2009,2,2,1259.6936
4643,0.0,143.3128,8,1997,0,1,1438.128
1767,0.027135522,196.311,7,2002,1,1,3142.576
7972,0.0,45.7428,5,1985,2,3,615.1992
7963,0.069416467,92.5146,8,1997,0,1,2006.7212
6680,0.033276066,153.8314,5,1985,2,3,3723.1536
3014,0.143419394,61.4878,7,2002,1,1,1151.1682
2263,0.058346234,44.0744,1,1987,2,1,633.8416
5646,0.026843265,109.757,7,2002,1,1,1208.427
3990,0.020920179,143.8128,8,1997,0,1,3020.0688
3913,0.030216783,216.6192,3,2009,2,2,3020.0688
5069,0.058778429,187.853,1,1987,2,1,2656.542
2201,0.100055601,112.4886,6,2004,1,1,1223.0746
6523,0.089186083,194.3452,3,2009,2,2,4502.1396
6975,0.0,79.2618,3,2009,2,2,966.7416
6013,0.055603753,195.6768,0,1998,2,0,394.1536
3388,0.13842353,163.0236,2,2007,1,1,1127.8652
8503,0.036133463,120.1756,6,2004,1,1,3392.9168
1989,0.038736754,37.319,5,1985,2,3,1281.665
8360,0.014883661,174.508,9,1999,0,1,3635.268
1203,0.045073782,101.9016,7,2002,1,1,2631.2416
1418,0.0,205.7296,2,2007,1,1,4570.0512
3626,0.048004263,117.5808,0,1998,2,0,351.5424
6858,0.036174285,176.0712,3,2009,2,2,1581.9408
6299,0.046960237,111.857,9,1999,0,1,2966.139
6414,0.012643035,119.8414,1,1987,2,1,365.5242
5547,0.01596609,163.521,2,2007,1,1,1794.331
4359,0.135620265,172.9422,1,1987,2,1,2931.5174
7817,0.113387677,156.9604,5,1985,2,3,1584.604
8162,0.121914662,43.5428,9,1999,0,1,615.1992
1519,0.009995002,154.463,2,2007,1,1,3755.112
2749,0.021425341,250.175,8,1997,0,1,2996.1
2132,0.126831854,209.027,5,1985,2,3,4613.994
1504,0.118099673,262.891,5,1985,2,3,5522.811
5286,0.037449987,76.7354,5,1985,2,3,2783.7098
2177,0.196490902,120.544,4,1985,0,0,479.376
1569,0.111554381,59.822,5,1985,2,3,1677.816
218,0.15616879,160.6578,1,1987,2,1,3690.5294
7607,0.012080016,164.4184,2,2007,1,1,2641.8944
6190,0.178272728,172.4422,2,2007,1,1,1551.9798
5341,0.159698192,32.0558,6,2004,1,1,1018.674
5060,0.039261947,207.4296,2,2007,1,1,2492.7552
